Department,Department Name,Division,Gender,Base Salary,2025 Overtime Pay,2025 Longevity Pay,Grade
POL,Department of Police,POL 47 PSB 4th District Community Action Team,M,84416,26044.56,0,P3
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,100262,0,0,N25
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,113903.21,0,0,N25
NDA,Non-Departmental Account,NDA 99 MCIB,F,174642,0,0,M3
DGS,Department of General Services,DGS 36 Administration and Budget,F,114884.45,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,94134,140.66,0,17
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,118840.03,0,0,N25
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,121454.24,0,0,24
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,73431.83,0,0,17
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,130181,0,0,25
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,124700.18,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,153585,0,0,N28
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,82236.23,11594.17,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72531,14198.34,0,T1
DOT,Department of Transportation,DOT 50 Highway Services,M,55517,10379.48,0,15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,62385.25,405.11,0,9
DOT,Department of Transportation,DOT 50 Highway Services,M,57683.53,14924.23,0,15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,85662.01,4998.42,0,T1
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,115387.74,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,110207.74,0,0,24
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,83308.25,0,0,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,121454.24,0,0,24
FIN,Department of Finance,FIN 32 Accounts Receivable,M,140274,0,0,N26
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,114065.01,0,0,24
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,81751.44,0,0,16
FIN,Department of Finance,FIN 32 Operations and Administration - Controller,F,104051.75,0,0,N21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,153585,0,0,N28
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,140274,0,0,26
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,81338.48,0,0,18
OHR,Office of Human Resources,OHR 33 Strategic Communications,F,128622.56,0,0,N25
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,192845.4,0,0,M2
BOE,Board of Elections,BOE 24 Registration Services,M,66092.32,0,0,16
POL,Department of Police,POL 47 MSB Communications Division,F,81481.02,10952.97,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,81481.04,31286.9,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,81481.03,6468.92,0,20
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,133647.82,0,0,26
LIB,Department of Public Libraries,LIB 71 Digital Strategies,F,112166,0,0,21
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,112999.4,0,0,23
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,140274,3789.6,0,N26
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OSP Enterprise Services Team,M,152231.42,0,0,N28
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,106000,0,0,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,121454.26,0,0,24
OHR,Office of Human Resources,"OHR 33 Policy, Practice and Strategic Communications",M,172639.85,0,0,M2
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,106771.02,17706.21,0,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,139309.5,0,0,N26
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,M,47065.37,906.45,0,12
COR,Correction and Rehabilitation,COR 42 DS Food Services,F,134336.12,0,0,N26
OLR,Office of Labor Relations,OLR 26 Labor Relations Division,M,138779.46,0,0,N26
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,153585,0,0,N28
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,F,70582.47,1233.37,0,N18
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,94674.97,0,0,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,160831.08,0,0,M3
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,110791.68,0,0,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,75863.44,0,0,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,78249.26,0,0,18
OLO,Office of Legislative Oversight,OLO 03 Legislative Oversight Staff,F,116716.12,0,0,N26
DPS,Department of Permitting Services,DPS 75 Information Technology Services,M,98545.5,0,0,N26
HHS,Department of Health and Human Services,HHS 60 Director's Office Division,F,93039.25,0,0,21
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,96093.4,504.61,0,22
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,120570.51,3721.03,0,23
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,75336,11366.5,0,C4
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,212000,0,0,EX3
HHS,Department of Health and Human Services,HHS 60 Director's Office Division,M,122603,0,0,23
CCL,County Council,CCL 01 Council Central Staff,F,121946.69,0,0,N25
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,82181,123801.16,0,C5
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,82181,44900.04,0,C5
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,87898.42,5427.48,0,22
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,64165.9,127.41,0,14
HHS,Department of Health and Human Services,HHS 60 Director's Office Division,F,91662.69,0,0,18
DPS,Department of Permitting Services,DPS 75 Land Development Sediment and Stormwater Inspection,M,134086,0,0,N25
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,F,64165.89,201.48,0,14
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,M,122603,5842.82,0,23
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,82236.23,4199.43,0,T1
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,54930.87,1130.35,0,10
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,112166,232.9,0,21
CAT,County Attorney's Office,CAT 30 Support Services,M,75446.79,0,0,N13
FIN,Department of Finance,FIN 32 Division of Fiscal Management,F,200829,0,0,M2
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,112166,0,0,21
HCA,Department of Housing and Community Affairs,HCA 76 Rent Stabilization,M,79173.57,0,0,21
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,64714.87,10.38,0,14
FIN,Department of Finance,FIN 32 General Accounting,F,112166,0,0,21
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,117691.78,0,0,24
CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,66728.09,3032.8,0,13
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,147092.02,0,0,M3
DGS,Department of General Services,DGS 36 Automation,M,153585,0,0,N28
POL,Department of Police,POL 47 FSB Special Operations Division,F,93594,17164.76,0,P3
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,29415.85,49.52,0,12
DPS,Department of Permitting Services,DPS 75 Customer Support,F,78452.1,386,0,15
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,88152.46,0,0,21
POL,Department of Police,POL 47 PSB 4th District Patrol,M,91743,10744.65,0,P4
POL,Department of Police,POL 47 CRB Policy and Planning Division,F,124684.23,140.59,0,N25
OIG,Office of the Inspector General,OIG 06 Office of the Inspector General,M,174641.65,0,0,M3
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,F,29415.85,0,0,12
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,75029.61,203.04,0,20
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,137089.24,0,0,26
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,87837.58,4990.81,0,20
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,73579.11,0,0,16
CAT,County Attorney's Office,"CAT 30 Zoning, Land Use and Economic Development",M,167373.61,0,0,N32
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,91217.58,2127.61,0,22
SHF,Sheriff's Office,SHF 48 Attachments,F,84519,2040.89,0,G4
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,98275,25051.85,0,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,84416,20462.56,0,P3
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,88637,21011.66,0,P4
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,88637,25197.92,0,P4
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,80393,19681.4,0,P2
POL,Department of Police,POL 47 PSB 5th District Patrol,M,88637,3612.15,0,P4
SHF,Sheriff's Office,SHF 48 Sheriff Domestic Violence,M,76981,323.55,0,G3
FRS,Fire and Rescue Services,FRS 45 Technology Services,F,153585,0,0,N28
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,89402.87,3533.85,0,20
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,71041.99,0,0,N28
CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,M,124684.23,0,0,N25
CAT,County Attorney's Office,CAT 30 Insurance Defense Litigation,F,156550.01,0,0,N32
CCL,County Council,CCL 01 Council Central Staff,F,176421.95,0,0,N32
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,122603,0,0,N23
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,117347.1,0,0,24
POL,Department of Police,POL 47 PSB 4th District Patrol,M,88637,41133.54,0,P4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,78571,31931.46,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 3,M,74829,21056.04,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 22,M,78571,25764.81,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 5,M,74829,7418.61,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,74829,8580.58,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 10,F,78571,2368.84,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,78571,29394.31,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,74829,9169.93,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 40,M,78571,21485.17,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,78571,8184.28,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 30,M,78571,18947.13,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 30,M,78571,41485.74,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 12,M,78571,11852.88,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 1,F,78571,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 16,M,78571,17226.54,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 12,M,78571,5683.03,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,74829,2511.51,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,78571,31179.73,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,78571,14821.87,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 17,M,78571,25418.25,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 16,M,78571,3391.83,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,78571,10827.17,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 29,M,78571,43135.95,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 1,M,74829,1011.83,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,78571,22554.48,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 32,F,78571,5329.18,0,F3
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,128198,0,0,N24
CCL,County Council,CCL 01 Council Central Staff,F,176421.96,0,0,M2
CCL,County Council,CCL 01 Council Central Staff,F,117823.23,0,0,N25
OIG,Office of the Inspector General,OIG 06 Office of the Inspector General,F,116804.18,0,0,N28
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,129793.34,0,0,N25
FRS,Fire and Rescue Services,FRS 45 Budgets and Grants,M,123143.28,0,0,N25
FRS,Fire and Rescue Services,FRS 45 Behavioral Health,F,163243.9,0,0,N31
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,103271.33,0,0,22
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,80852.35,589.89,0,20
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,90149,0,0,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,39647.79,0,0,13
OLR,Office of Labor Relations,OLR 26 Labor Relations Division,F,227000,0,0,EX3
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,77171,38408.64,0,C5
DPS,Department of Permitting Services,DPS 75 Commercial Structural and Complex Structures,M,125730.04,0,0,26
PRO,Office of Procurement,PRO 35 Procurement Division,M,71272.83,124.77,0,N18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,100694.14,2279.4,0,24
POL,Department of Police,POL 47 MSB Communications Division,F,119044.19,1250.87,0,24
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,79970.01,0,0,18
CCL,County Council,CCL 01 Council Central Staff,M,120483.27,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,94228.83,0,0,21
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,M,71269.14,477.07,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,106480.79,0,0,24
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,106480.8,0,0,24
PIO,Office of Public Information,PIO 23 Information,M,200829,0,0,M2
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26536.65,0,0,10
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26536.65,0,0,10
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,26536.65,0,0,10
HHS,Department of Health and Human Services,HHS 60 Director's Office Division,F,116493.24,0,0,23
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26536.65,0,0,10
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,104387.45,0,0,21
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,152483.72,0,0,N28
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,F,79633,84855.71,0,C5
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,94251.92,0,0,21
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,26536.65,0,0,10
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26536.65,0,0,10
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,26536.65,0,0,10
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26536.65,0,0,10
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,26536.65,0,0,10
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26536.65,0,0,10
DOT,Department of Transportation,DOT 50 Highway Services,M,62386.73,28391.7,0,15
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,106518.14,15353.54,0,21
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,113833.2,0,0,N23
POL,Department of Police,POL 47 MSB Communications Division,M,78726.35,14452.5,0,20
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,108513.17,12488.37,0,21
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26536.65,0,0,10
CCL,County Council,CCL 01 Council Central Staff,M,122603,0,0,N23
POL,Department of Police,POL 47 FSB Security Services Division,M,200829,0,0,M2
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,127816.02,2018.97,0,24
POL,Department of Police,POL 47 MSB Communications Division,F,74977.48,6562.24,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,74977.48,18572.74,0,19
DOT,Department of Transportation,DOT 50 Traffic Engineering Design and Operations,F,75508.17,2072.46,0,18
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26536.65,38.28,0,10
HCA,Department of Housing and Community Affairs,HCA 76 Affordable Housing Programs,F,120749.27,0,0,23
REC,Department of Recreation,REC 72 Information Technology,M,140274,0,0,26
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,61765,0,0,C3
SHF,Sheriff's Office,SHF 48 Administration,M,64048,0,0,G1
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,59419.3,876.28,0,13
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,79633,44622.05,0,C5
ORE,Office of Racial Equity and Social Justice,ORE 25 Director's Office,F,134086,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,112166,0,0,21
HCA,Department of Housing and Community Affairs,HCA 76 Housing Development,F,181654.71,0,0,M2
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,219000,0,0,EX3
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,111737.55,0,0,24
FRS,Fire and Rescue Services,FRS 45 Station 23,M,74829,3843.22,0,F2
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,128198,12467.08,0,24
REC,Department of Recreation,REC 72 Special Programs,F,118458.67,0,0,M3
DOT,Department of Transportation,DOT 50 Highway Services,M,62651.76,12869.98,0,15
POL,Department of Police,POL 47 MSB Public Information Office,F,174642,0,0,M3
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,117347.1,0,0,24
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,79633,54972.36,0,C5
FIN,Department of Finance,FIN 32 Accounts Payable,F,84905.44,0,0,16
REC,Department of Recreation,REC 72 Aquatic Team Management,M,124291.08,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,113767.91,0,0,23
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,116748.04,0,0,24
DPS,Department of Permitting Services,DPS 75 Commercial Electrical and FPS Inspections,M,114298.71,2163.78,0,24
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,100533.09,2465.05,0,N21
DEP,Department of Environmental Protection,DEP 80 Strategic and Administrative Services Division,F,68703.56,8384.46,0,16
POL,Department of Police,POL 47 MSB Communications Division,F,55517,0,0,15
FRS,Fire and Rescue Services,FRS 45 Station 40,M,78571,19624.76,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 12,F,78571,25287.63,0,F3
FRS,Fire and Rescue Services,FRS 45 Field Recruits,M,62102,9.34,0,F1
LIB,Department of Public Libraries,LIB 71 Deaf Culture Digital Library,M,125803.3,0,0,24
CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,155539.76,0,0,M3
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,62526.45,354.95,0,14
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",M,134086,0,0,N25
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Enterprise Information Security Office,M,117399.66,0,0,N26
REC,Department of Recreation,REC 72 Facilities Division,M,68500.96,0,0,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,128198,0,0,24
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,79633,603.12,0,C5
COR,Correction and Rehabilitation,COR 42 MSD Fiscal Services,M,97763.55,0,0,N26
OHR,Office of Human Resources,OHR 33 Strategic Communications,F,61800,0,0,N16
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,53333.42,4730.33,0,10
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,29841.41,0,0,13
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122603,0,0,23
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,28551,1548.62,0,12
DPS,Department of Permitting Services,DPS 75 Information Technology Services,M,169555,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,102724.48,6464.02,0,23
ABS,Alcohol Beverage Services,ABS 85 Cloverly,M,62812.21,1985.06,0,14
OAG,Office of Agriculture,OAG 78 Agricultural Services,F,104113.95,0,0,N21
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,82745,0,0,14
FIN,Department of Finance,FIN 32 General Accounting,M,140274,0,0,N26
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,38426.51,0,0,16
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85662,15958.02,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,82236,12191.38,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,72530.54,29035.66,0,T1
CCL,County Council,CCL 01 Council Members and Staff,F,82628.87,0,0,N18
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,84416,10385.02,0,P3
POL,Department of Police,POL 47 PSB 4th District Patrol,M,84416,25057.15,0,P3
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,84416,1097.58,0,P3
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,100263,35154.01,0,P3
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,96870,25146.62,0,P3
POL,Department of Police,POL 47 PSB 4th District Patrol,M,93594,14460.69,0,P3
POL,Department of Police,POL 47 PSB 3rd District Community Action Team,M,84416,19197.14,0,P3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,121052.38,0,0,24
OCP,Office of Consumer Protection,OCP 39 Office of Consumer Protection,M,114185.05,0,0,23
HCA,Department of Housing and Community Affairs,HCA 76 Grants Management,F,109900.19,0,0,25
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,112166,3076.57,0,21
POL,Department of Police,POL 47 PSB 4th District Patrol,M,84416,12252.65,0,P3
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,85917.49,0,0,18
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,84416,5429.4,0,P3
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,108792.94,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,58354.31,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,M,58354.31,0,0,16
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,66841.34,0,0,18
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,58354.31,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,58354.31,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,M,58354.31,11.28,0,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,114446.42,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,111746.49,0,0,24
ABS,Alcohol Beverage Services,ABS 85 Leisure World,M,28551.01,72.33,0,12
HCA,Department of Housing and Community Affairs,HCA 76 Affordable Housing Programs,M,119137.48,0,0,23
HHS,Department of Health and Human Services,HHS 60 Director's Office Division,F,90149,0,0,16
CCL,County Council,CCL 01 Council Central Staff,M,101412.7,0,0,N23
CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,123224.42,0,0,N25
FRS,Fire and Rescue Services,FRS 45 Station 22,F,72301,17073.95,0,F2
CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,200000,0,0,EX3
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,213000,0,0,EX2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,78571,7298.2,0,F3
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,102659.93,0,0,23
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,112166,0,0,21
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,124683.64,0,0,N25
HCA,Department of Housing and Community Affairs,HCA 76 Asset Management,F,134086,0,0,25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,121593.35,0,0,24
COR,Correction and Rehabilitation,COR 42 MBHS Medical and Behavioral Health Services,F,106229.75,871.24,0,24
CEC,Community Engagement Cluster,CEC 16 Community Engagement Cluster,F,131057.13,0,0,N28
DGS,Department of General Services,DGS 36 Building Design and Construction,F,134086,0,0,N25
DGS,Department of General Services,DGS 36 Building Design and Construction,F,134086,0,0,N25
FIN,Department of Finance,FIN 32 Management and Operations - Director,F,98762.17,0,0,N21
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85662,23440.94,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,77668,16447.49,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82236,21276.01,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82236,22168.56,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,82236,23525.42,0,T1
FRS,Fire and Rescue Services,FRS 45 Station 33,M,78571,12983.27,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 12,F,78571,17353.49,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,78571,530.26,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,78571,2751.97,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 1,M,75915,18279.21,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 15,M,78571,11062.96,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,78571,1304.84,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 29,M,78571,17299.81,0,F3
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,88020.63,0,0,21
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,86352,6443.42,0,15
COR,Correction and Rehabilitation,COR 42 DS Food Services,F,71692.83,11364.27,0,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,107110.41,0,0,N23
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,F,73018,16978.02,0,C4
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,95690.7,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,147495.07,0,0,M3
DPS,Department of Permitting Services,DPS 75 Commercial Structural and Complex Structures,M,140274,0,0,26
FRS,Fire and Rescue Services,FRS 45 Station 15,M,78571,47.22,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 16,M,78571,12047.54,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 15,M,78571,9180.53,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,78571,378.75,0,F3
OLO,Office of Legislative Oversight,OLO 03 Legislative Oversight Staff,F,134086,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,M,118010.93,0,0,24
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,89942.73,3877.09,0,18
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,77668.18,982.77,0,T1
